sentence	label
her fans walked out muttering words like `` horrible '' and `` terrible , '' but had so much fun dissing the film that they did n't mind the ticket cost .	0
if you 're looking for a smart , nuanced look at de sade and what might have happened at picpus , sade is your film .	3
the beautifully choreographed kitchen ballet is simple but absorbing .	3
simply put , `` far from heaven '' is a masterpiece .	4
one of the worst movies of the year .	0
the last kiss will probably never achieve the popularity of my big fat greek wedding , but its provocative central wedding sequence has far more impact .	3
beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .	0
a small gem from belgium .	4
one of those so-so films that could have been much better .	1
if s&m seems like a strange route to true love , maybe it is , but it 's to this film 's -lrb- and its makers ' -rrb- credit that we believe that that 's exactly what these two people need to find each other -- and themselves .	3
i encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale -- you wo n't be sorry !	4
the movie is a desperate miscalculation .	0
... an interesting slice of history .	3
i can analyze this movie in three words : thumbs friggin ' down .	0
a compelling motion picture that illustrates an american tragedy .	4
instead of simply handling conventional material in a conventional way , secretary takes the most unexpected material and handles it in the most unexpected way .	3
formula 51 promises a new kind of high but delivers the same old bad trip .	1
just like igby .	2
... a plotline that 's as lumpy as two-day old porridge ... the filmmakers ' paws , sad to say , were all over this `` un-bear-able '' project !	0
that the real antwone fisher was able to overcome his personal obstacles and become a good man is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .	4
like many such biographical melodramas , it suffers from the awkwardness that results from adhering to the messiness of true stories .	0
anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .	4
as underwater ghost stories go , below casts its spooky net out into the atlantic ocean and spits it back , grizzled and charred , somewhere northwest of the bermuda triangle .	1
barrels along at the start before becoming mired in sentimentality .	2
she 's not yet an actress , not quite a singer ...	2
exciting documentary .	4
less cinematically powerful than quietly and deeply moving , which is powerful in itself .	2
it 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy . '	0
gorgeous scenes , masterful performances , but the sickly sweet gender normative narrative left an acrid test in this gourmet 's mouth .	2
a wonderfully warm human drama that remains vividly in memory long after viewing	3
rarely does such high-profile talent serve such literate material .	3
may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists .	0
... its stupidities wind up sticking in one 's mind a lot more than the cool bits .	2
but believe it or not , it 's one of the most beautiful , evocative works i 've seen .	4
the sequel is everything the original was not : contrived , overblown and tie-in ready .	2
davis ... gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences .	4
it is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .	3
a compassionate , moving portrait of an american -lrb- and an america -rrb- always reaching for something just outside his grasp .	4
antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .	3
-lrb- javier bardem is -rrb- one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama .	2
though it flirts with bathos and pathos and the further oprahfication of the world as we know it , it still cuts all the way down to broken bone .	2
` punch-drunk love is so convinced of its own brilliance that , if it were a person , you 'd want to smash its face in . '	0
shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .	4
one of the funnier movies in town .	4
a perfectly competent and often imaginative film that lacks what little lilo & stitch had in spades -- charisma .	2
the entire movie has a truncated feeling , but what 's available is lovely and lovable .	2
steers refreshingly clear of the usual cliches .	3
a lovably old-school hollywood confection .	3
and more than that , it 's an observant , unfussily poetic meditation about identity and alienation .	3
after an uncertain start , murder hits and generally sustains a higher plateau with bullock 's memorable first interrogation of gosling .	3
yes .	3
a moving picture that does not move .	1
there is one surefire way to get a nomination for a best-foreign-film oscar : make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture .	2
nijinsky says , ' i know how to suffer ' and if you see this film you 'll know too .	1
some movies blend together as they become distant memories .	2
the only camouflage carvey should now be considering is a paper bag to wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers .	0
while the material is slight , the movie is better than you might think .	3
beyond the cleverness , the weirdness and the pristine camerawork , one hour photo is a sobering meditation on why we take pictures .	3
oh , and more entertaining , too .	3
some like it hot on the hardwood proves once again that a man in drag is not in and of himself funny .	1
the result puts a human face on derrida , and makes one of the great minds of our times interesting and accessible to people who normally could n't care less .	3
compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph .	3
`` home movie '' is a sweet treasure and something well worth your time .	4
not only is entry number twenty the worst of the brosnan bunch , it 's one of the worst of the entire franchise .	0
a new film from bill plympton , the animation master , is always welcome .	4
this is a nicely handled affair , a film about human darkness but etched with a light -lrb- yet unsentimental -rrb- touch .	3
an empty exercise , a florid but ultimately vapid crime melodrama with lots of surface flash but little emotional resonance .	1
one just waits grimly for the next shock without developing much attachment to the characters .	2
it should have stayed there .	1
a movie that falls victim to frazzled wackiness and frayed satire .	2
human nature is a goofball movie , in the way that malkovich was , but it tries too hard .	3
a thought-provoking look at how western foreign policy - however well intentioned - can wreak havoc in other cultures .	2
with an unusual protagonist -lrb- a kilt-wearing jackson -rrb- and subject matter , the improbable `` formula 51 '' is somewhat entertaining , but it could have been much stronger .	3
touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society ... might benefit from a helping hand and a friendly kick in the pants .	3
one of the oddest and most inexplicable sequels in movie history .	2
nair just does n't have the necessary self-control to guide a loose , poorly structured film through the pitfalls of incoherence and redundancy .	0
the narrator and the other characters try to convince us that acting transfigures esther , but she 's never seen speaking on stage ; one feels cheated , and esther seems to remain an unchanged dullard .	1
maybe he was reading the minds of the audience .	3
... a pretentious mess ...	0
the performances are an absolute joy .	4
sorvino is delightful in the central role .	3
the film was n't preachy , but it was feminism by the book .	2
despite the film 's shortcomings , the stories are quietly moving .	3
you bet there is and it 's what makes this rather convoluted journey worth taking .	2
about schmidt is nicholson 's goofy , heartfelt , mesmerizing king lear .	3
it 's better than mid-range steven seagal , but not as sharp as jet li on rollerblades .	2
a wild ride with eight boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival .	4
though writer\/director bart freundlich 's film ultimately becomes a simplistic story about a dysfunctional parent-child relationship , it has some special qualities and the soulful gravity of crudup 's anchoring performance .	3
i have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .	2
whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama is n't much of a mystery , unfortunately .	2
there 's an admirable rigor to jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down .	1
too bad none of it is funny .	0
while the story 's undeniably hard to follow , iwai 's gorgeous visuals seduce .	3
perhaps the most annoying thing about who is cletis tout ?	2
as a story of dramatic enlightenment , the screenplay by billy ray and terry george leaves something to be desired .	1
the production design , score and choreography are simply intoxicating .	4
death to smoochy tells a moldy-oldie , not-nearly - as-nasty - as-it - thinks-it-is joke .	1
watching `` ending '' is too often like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale .	1
the fluid motion is astounding on any number of levels -- including the physical demands made on büttner -- and it implies in its wake the intractable , irreversible flow of history .	3
a different kind of love story - one that is dark , disturbing , painful to watch , yet compelling .	2
brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .	4
probably the best case for christianity since chesterton and lewis .	3
everybody loves a david and goliath story , and this one is told almost entirely from david 's point of view .	3
the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots -lrb- or cinema seats -rrb- .	1
90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .	0
leaves viewers out in the cold and undermines some phenomenal performances .	1
wes craven 's presence is felt ; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' but the sad schlock merchant of ` deadly friend . '	1
will anyone who is n't a fangoria subscriber be excited that it has n't gone straight to video ?	1
observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout maelstrom .	2
told just proficiently enough to trounce its overly comfortable trappings .	3
feels like a cold old man going through the motions .	1
is `` ballistic '' worth the price of admission ?	2
a loud , low-budget and tired formula film that arrives cloaked in the euphemism ` urban drama . '	0
please , someone , stop eric schaeffer before he makes another film .	0
any chekhov is better than no chekhov , but it would be a shame if this was your introduction to one of the greatest plays of the last 100 years .	2
films are made of little moments .	2
the script 's judgment and sense of weight is way , way off .	0
see clockstoppers if you have nothing better to do with 94 minutes .	1
the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no. 1 drips with style and , at times , blood .	4
but once the falcon arrives in the skies above manhattan , the adventure is on red alert .	3
and we do n't avert our eyes for a moment .	3
ringu is a disaster of a story , full of holes and completely lacking in chills .	0
nothing about this movie works .	0
audacious-impossible yet compelling ...	3
gay or straight , kissing jessica stein is one of the greatest date movies in years .	4
but the movie 's narrative hook is way too muddled to be an effectively chilling guilty pleasure .	1
set in a 1986 harlem that does n't look much like anywhere in new york .	1
ryosuke has created a wry , winning , if languidly paced , meditation on the meaning and value of family .	2
it 's mildly sentimental , unabashedly consumerist ... studiously inoffensive and completely disposable .	1
there 's too much forced drama in this wildly uneven movie , about a young man 's battle with his inescapable past and uncertain future in a very shapable but largely unfulfilling present .	0
it 's a very valuable film ...	4
not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially san francisco lovers -- it 's a spirited film and a must-see .	3
a few zingers aside , the writing is indifferent , and jordan brady 's direction is prosaic .	1
one of the year 's most weirdly engaging and unpredictable character pieces .	4
bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of castro so predominantly charitable it can only be seen as propaganda .	2
entertaining despite its one-joke premise with the thesis that women from venus and men from mars can indeed get together .	2
two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all .	1
it made me feel unclean , and i 'm the guy who liked there 's something about mary and both american pie movies .	0
noyce has worked wonders with the material .	4
a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale .	3
i firmly believe that a good video game movie is going to show up soon .	3
apparently , romantic comedy with a fresh point of view just does n't figure in the present hollywood program .	0
a sharp and quick documentary that is funny and pithy , while illuminating an era of theatrical comedy that , while past , really is n't .	3
this is a superior horror flick .	4
in the new guy , even the bull gets recycled .	1
more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it .	4
oh , james !	3
despite modest aspirations its occasional charms are not to be dismissed .	3
sweet home alabama is one dumb movie , but its stupidity is so relentlessly harmless that it almost wins you over in the end .	2
like a less dizzily gorgeous companion to mr. wong 's in the mood for love -- very much a hong kong movie despite its mainland setting .	2
as improbable as this premise may seem , abbass 's understated , shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life .	4
much of it comes from the brave , uninhibited performances by its lead actors .	4
an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .	3
a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences .	0
but it is entertaining on an inferior level .	3
... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... the film 's ending has a `` what was it all for ? ''	0
seagal is painfully foolish in trying to hold onto what 's left of his passe ' chopsocky glory .	1
romanek 's themes are every bit as distinctive as his visuals .	4
there 's some outrageously creative action in the transporter ... -lrb- b -rrb- ut by the time frank parachutes down onto a moving truck , it 's just another cartoon with an unstoppable superman .	1
this is a movie where the most notable observation is how long you 've been sitting still .	1
bad movie .	0
as spent screen series go , star trek : nemesis is even more suggestive of a 65th class reunion mixer where only eight surviving members show up -- and there 's nothing to drink .	2
so exaggerated and broad that it comes off as annoying rather than charming .	1
there 's ... an underlying old world sexism to monday morning that undercuts its charm .	1
can you bear the laughter ?	3
a lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .	1
it 's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs , but westbrook 's foundation and dalrymple 's film earn their uplift .	2
first-time writer-director dylan kidd also has a good ear for dialogue , and the characters sound like real people .	3
payne has created a beautiful canvas , and nicholson proves once again that he 's the best brush in the business .	4
passion , melodrama , sorrow , laugther , and tears cascade over the screen effortlessly ...	3
large budget notwithstanding , the movie is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride .	3
a fascinating glimpse into an insular world that gives the lie to many clichés and showcases a group of dedicated artists .	4
an hour and a half of joyful solo performance .	4
well-acted , well-directed and , for all its moodiness , not too pretentious .	4
sillier , cuter , and shorter than the first -lrb- as best i remember -rrb- , but still a very good time at the cinema .	4
the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted need n't waste their time on it .	3
chen films the resolutely downbeat smokers only with every indulgent , indie trick in the book .	1
at 90 minutes this movie is short , but it feels much longer .	1
loud , chaotic and largely unfunny .	0
like kubrick , soderbergh is n't afraid to try any genre and to do it his own way .	3
though it 's equally solipsistic in tone , the movie has enough vitality to justify the notion of creating a screen adaptation of evans ' saga of hollywood excess .	3
made for teens and reviewed as such , this is recommended only for those under 20 years of age ... and then only as a very mild rental .	2
there has to be a few advantages to never growing old .	2
a three-hour cinema master class .	3
this is a third-person story now , told by hollywood , and much more ordinary for it .	1
it 's a visual delight and a decent popcorn adventure , as long as you do n't try to look too deep into the story	3
the kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .	4
godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .	4
what lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map .	3
sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .	4
adaptation 's success in engaging the audience in the travails of creating a screenplay is extraordinary .	4
rubbo runs through a remarkable amount of material in the film 's short 90 minutes .	3
ultimately engages less for its story of actorly existential despair than for its boundary-hopping formal innovations and glimpse into another kind of chinese ` cultural revolution . '	3
i was trying to decide what annoyed me most about god is great ... i 'm not , and then i realized that i just did n't care .	0
a truly wonderful tale combined with stunning animation .	4
a highly watchable , giggly little story with a sweet edge to it .	3
the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .	1
that ` alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of witherspoon -lrb- who is always a joy to watch , even when her material is not first-rate -rrb- ...	3
if oscar had a category called best bad film you thought was going to be really awful but was n't , guys would probably be duking it out with the queen of the damned for the honor .	1
better effects , better acting and a hilarious kenneth branagh .	4
a coming-of-age tale from new zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .	3
but not without cheesy fun factor .	3
buries an interesting storyline about morality and the choices we make underneath such a mountain of clichés and borrowed images that it might more accurately be titled mr. chips off the old block .	0
good , solid storytelling .	4
it certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .	3
an edifying glimpse into the wit and revolutionary spirit of these performers and their era .	3
the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show .	0
but something seems to be missing .	2
fear dot com is more frustrating than a modem that disconnects every 10 seconds .	1
unfolds in a series of achronological vignettes whose cumulative effect is chilling .	3
a small movie with a big heart .	3
even bigger and more ambitious than the first installment , spy kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .	1
gets better after foster leaves that little room .	3
like its bizarre heroine , it irrigates our souls .	3
after a while , the only way for a reasonably intelligent person to get through the country bears is to ponder how a whole segment of pop-music history has been allowed to get wet , fuzzy and sticky .	1
the cameo-packed , m : i-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise ... then mike myers shows up and ruins everything .	2
the setting is so cool that it chills the characters , reducing our emotional stake in the outcome of `` intacto 's '' dangerous and seductively stylish game .	2
for a movie about the power of poetry and passion , there is precious little of either .	1
no , i love it ... hell , i dunno .	3
the first mistake , i suspect , is casting shatner as a legendary professor and kunis as a brilliant college student -- where 's pauly shore as the rocket scientist ?	1
evokes the style and flash of the double-cross that made mamet 's `` house of games '' and last fall 's `` heist '' so much fun .	3
in the era of the sopranos , it feels painfully redundant and inauthentic .	1
by-the-numbers yarn .	1
in my opinion , analyze that is not as funny or entertaining as analyze this , but it is a respectable sequel .	2
writer-director randall wallace has bitten off more than he or anyone else could chew , and his movie veers like a drunken driver through heavy traffic .	1
-lrb- westbrook -rrb- makes a wonderful subject for the camera .	4
a mimetic approximation of better films like contempt and 8 1\/2 .	1
once ice-t sticks his mug in the window of the couple 's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the window .	0
a worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school tv special .	1
... the tale of her passionate , tumultuous affair with musset unfolds as sand 's masculine persona , with its love of life and beauty , takes form .	3
even the digressions are funny .	3
like the full monty , this is sure to raise audience 's spirits and leave them singing long after the credits roll .	4
really quite funny .	4
a hypnotic portrait of this sad , compulsive life .	3
a very familiar tale , one that 's been told by countless filmmakers about italian - , chinese - , irish - , latin - , indian - , russian - and other hyphenate american young men struggling to balance conflicting cultural messages .	2
we get the comedy we settle for .	1
starts out ballsy and stylish but fails to keep it up and settles into clichés .	1
a frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .	0
merry friggin ' christmas !	2
tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .	0
one ca n't shake the feeling that crossroads is nothing more than an hour-and-a-half-long commercial for britney 's latest album .	0
promises is a compelling piece that demonstrates just how well children can be trained to live out and carry on their parents ' anguish .	3
`` the dangerous lives of altar boys '' has flaws , but it also has humor and heart and very talented young actors	3
majidi 's direction has never been smoother or more confident .	4
labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public .	2
reign of fire has the disadvantage of also looking cheap .	0
i guess it just goes to show that if you give a filmmaker an unlimited amount of phony blood , nothing good can happen .	0
the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .	4
the film is really closer to porn than a serious critique of what 's wrong with this increasingly pervasive aspect of gay culture .	1
a depressingly retrograde , ` post-feminist ' romantic comedy that takes an astonishingly condescending attitude toward women .	0
it 's not too fast and not too slow .	3
shyamalan takes a potentially trite and overused concept -lrb- aliens come to earth -rrb- and infuses it into a rustic , realistic , and altogether creepy tale of hidden invasion .	3
when the heroes were actually under 40 ?	2
but it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .	3
the gentle comic treatment of adolescent sturm und drang should please fans of chris fuhrman 's posthumously published cult novel .	3
not even steven spielberg has dreamed up such blatant and sickening product placement in a movie .	0
one senses in world traveler and in his earlier film that freundlich bears a grievous but obscure complaint against fathers , and circles it obsessively , without making contact .	1
mushes the college-friends genre -lrb- the big chill -rrb- together with the contrivances and overwrought emotion of soap operas .	2
it 's a boom-box of a movie that might have been titled ` the loud and the ludicrous ' ... the pandering to a moviegoing audience dominated by young males is all too calculated .	2
leigh is n't breaking new ground , but he knows how a daily grind can kill love .	3
an engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .	4
and how .	2
meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of nazi politics and aesthetics .	3
the overall result is an intelligent , realistic portrayal of testing boundaries .	4
what we get in feardotcom is more like something from a bad clive barker movie .	0
a finely tuned mood piece , a model of menacing atmosphere .	4
more busy than exciting , more frantic than involving , more chaotic than entertaining .	1
... an adorably whimsical comedy that deserves more than a passing twinkle .	3
a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .	3
... only bond can save us from the latest eccentric , super-wealthy megalomaniac bent on world domination and destruction .	2
deflated ending aside , there 's much to recommend the film .	3
watching these two actors play against each other so intensely , but with restraint , is a treat .	3
wow .	3
one of the most plain , unimaginative romantic comedies i 've ever seen .	1
a wannabe comedy of manners about a brainy prep-school kid with a mrs. robinson complex founders on its own preciousness -- and squanders its beautiful women .	1
... either you 're willing to go with this claustrophobic concept or you 're not .	2
it 's replaced by some dramatic scenes that are jarring and deeply out of place in what could have -lrb- and probably should have -rrb- been a lighthearted comedy .	1
-lrb- stephen -rrb- earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have .	3
both shrill and soporific , and because everything is repeated five or six times , it can seem tiresomely simpleminded .	0
soulless and -- even more damning -- virtually joyless , xxx achieves near virtuosity in its crapulence .	0
being latently gay and liking to read are hardly enough .	2
leaping from one arresting image to another , songs from the second floor has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .	4
to work , love stories require the full emotional involvement and support of a viewer .	2
about a boy vividly recalls the cary grant of room for one more , houseboat and father goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .	2
there must be an audience that enjoys the friday series , but i would n't be interested in knowing any of them personally .	0
a remarkable movie with an unsatisfying ending , which is just the point .	3
coppola has made a film of intoxicating atmosphere and little else .	3
the catch is that they 're stuck with a script that prevents them from firing on all cylinders .	0
barney throws away the goodwill the first half of his movie generates by orchestrating a finale that is impenetrable and dull .	1
a delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .	4
in the pianist , polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .	3
the journey to the secret 's eventual discovery is a separate adventure , and thrill enough .	3
from blushing to gushing -- imamura squirts the screen in ` warm water under a red bridge '	3
this is one of those war movies that focuses on human interaction rather than battle and action sequences ... and it 's all the stronger because of it .	4
a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration .	2
a joyous occasion	4
it 's provocative stuff , but the speculative effort is hampered by taylor 's cartoonish performance and the film 's ill-considered notion that hitler 's destiny was shaped by the most random of chances .	1
triple x is a double agent , and he 's one bad dude .	3
a movie that will thrill you , touch you and make you laugh as well .	3
the action scenes have all the suspense of a 20-car pileup , while the plot holes are big enough for a train car to drive through -- if kaos had n't blown them all up .	0
the filmmakers wisely decided to let crocodile hunter steve irwin do what he does best , and fashion a story around him .	3
and they succeed merrily at their noble endeavor .	3
the adventure does n't contain half the excitement of balto , or quarter the fun of toy story 2 .	1
but toback 's deranged immediacy makes it seem fresh again .	3
we do n't even like their characters .	1
still , this flick is fun , and host to some truly excellent sequences .	4
passionate , irrational , long-suffering but cruel as a tarantula , helga figures prominently in this movie , and helps keep the proceedings as funny for grown-ups as for rugrats .	3
what 's most refreshing about real women have curves is its unforced comedy-drama and its relaxed , natural-seeming actors .	3
-lrb- cuarón has -rrb- created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy .	4
... in the pile of useless actioners from mtv schmucks who do n't know how to tell a story for more than four minutes .	0
a series of immaculately composed shots of patch adams quietly freaking out does not make for much of a movie .	1
nearly every attempt at humor here is doa .	0
what ` dumb and dumber ' would have been without the vulgarity and with an intelligent , life-affirming script .	2
the result might look like vulgar .	2
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .	2
why anyone who is not a character in this movie should care is beyond me .	0
ben kingsley is truly funny , playing a kind of ghandi gone bad .	4
this is sandler running on empty , repeating what he 's already done way too often .	1
... begins with promise , but runs aground after being snared in its own tangled plot .	1
in trying to be daring and original , it comes off as only occasionally satirical and never fresh .	2
it 's one thing to read about or rail against the ongoing - and unprecedented - construction project going on over our heads .	1
a sensitive , moving , brilliantly constructed work .	4
wanker goths are on the loose !	2
too bad maggio could n't come up with a better script .	1
if borstal boy is n't especially realistic , it is an engaging nostalgia piece .	2
the screenplay , co-written by director imogen kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing .	1
polanski has found the perfect material with which to address his own world war ii experience in his signature style .	4
rabbit-proof fence will probably make you angry .	2
there has been a string of ensemble cast romances recently ... but peter mattei 's love in the time of money sets itself apart by forming a chain of relationships that come full circle to end on a positive -lrb- if tragic -rrb- note .	3
adroit but finally a trifle flat , mad love does n't galvanize its outrage the way , say , jane campion might have done , but at least it possesses some .	1
a comedy that swings and jostles to the rhythms of life .	3
this thing works on no level whatsoever for me .	0
a moving and weighty depiction of one family 's attempts to heal after the death of a child .	3
this big screen caper has a good bark , far from being a bow-wow .	2
at a brief 42 minutes , we need more x and less blab .	2
`` sorority boys '' was funnier , and that movie was pretty bad .	0
the movie slides downhill as soon as macho action conventions assert themselves .	0
it 's an actor 's showcase that accomplishes its primary goal without the use of special effects , but rather by emphasizing the characters -- including the supporting ones .	2
there 's a lot of tooth in roger dodger .	3
mazel tov to a film about a family 's joyous life acting on the yiddish stage .	4
the script feels as if it started to explore the obvious voyeuristic potential of ` hypertime ' but then backed off when the producers saw the grosses for spy kids .	2
the film has -lrb- its -rrb- moments , but they are few and far between .	1
rock 's stand-up magic wanes .	1
this is the stuff that disney movies are made of .	3
the movie is concocted and carried out by folks worthy of scorn , and the nicest thing i can say is that i ca n't remember a single name responsible for it .	0
this is for the most part a useless movie , even with a great director at the helm .	1
with flashbulb editing as cover for the absence of narrative continuity , undisputed is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins .	1
the film is hard to dismiss -- moody , thoughtful , and lit by flashes of mordant humor .	3
arliss howard 's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws .	4
the movie is about as humorous as watching your favorite pet get buried alive .	0
remarkable for its intelligence and intensity .	4
an unremittingly ugly movie to look at , listen to , and think about , it is quite possibly the sturdiest example yet of why the dv revolution has cheapened the artistry of making a film .	0
the film starts promisingly , but the ending is all too predictable and far too cliched to really work .	1
it 's a film with an idea buried somewhere inside its fabric , but never clearly seen or felt .	1
i still like moonlight mile , better judgment be damned .	3
ze movie starts out so funny , then she is nothing .	2
if the predictability of bland comfort food appeals to you , then the film is a pleasant enough dish .	1
it has more in common with a fireworks display than a movie , which normally is expected to have characters and a storyline .	1
the corpse count ultimately overrides what little we learn along the way about vicarious redemption .	1
more of an intriguing curiosity than a gripping thriller .	2
without a fresh infusion of creativity , 4ever is neither a promise nor a threat so much as wishful thinking .	1
as pedestrian as they come .	0
-lrb- seems -rrb- even more uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels .	1
too much of nemesis has a tired , talky feel .	1
the script boasts some tart tv-insider humor , but the film has not a trace of humanity or empathy .	1
so muddled , repetitive and ragged that it says far less about the horrifying historical reality than about the filmmaker 's characteristic style .	0
kinnear and dafoe give what may be the performances of their careers .	4
city by the sea is a gritty police thriller with all the dysfunctional family dynamics one could wish for .	3
it is very difficult to care about the character , and that is the central flaw of the film .	0
a horrible , 99-minute stink bomb .	0
... a series of tales told with the intricate preciseness of the best short story writing .	4
but you 'd never guess that from the performances .	2
clint eastwood 's blood work is a lot like a well-made pb & j sandwich : familiar , fairly uneventful and boasting no real surprises -- but still quite tasty and inviting all the same .	3
it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating .	1
abysmally pathetic	0
a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in .	4
it 's super - violent , super-serious and super-stupid .	0
do n't even bother to rent this on video .	0
a little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .	1
the 50-something lovebirds are too immature and unappealing to care about .	0
while -lrb- roman coppola -rrb- scores points for style , he staggers in terms of story .	2
an awkward hybrid of genres that just does n't work .	1
what little grace -lrb- rifkin 's -rrb- tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .	1
i 'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .	0
lyne 's latest , the erotic thriller unfaithful , further demonstrates just how far his storytelling skills have eroded .	1
the film 's unhurried pace is actually one of its strengths .	3
it 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .	0
before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .	1
catch it ... if you can !	3
like being able to hit on a 15-year old when you 're over 100 .	1
