sentence	label
pent - up demand	1
felt	0
monstrous criminal outrage	0
rejection	0
have damaged so much	0
the way washington is treating these prisoners	0
failure to ratify	0
marred by	0
the criticism	0
ok's	1
praised	1
very concerned	0
stalemate	0
is satisfied	1
play a meaningful role	1
even democratically elected and at war against evil	1
at the expense of the world's security and stability	0
instigate struggles and wars	0
pretty strong	0
axis of evil	0
plan	1
atmosphere of conflict	0
will	1
scenes of destruction	0
pose a threat to indonesia's national sovereignty	0
cooperate	1
hoped	1
provoked much criticism	0
possible excesses and violations of rights	0
favored	1
have threatened	0
victory	1
turned down	0
clearly violate	0
wide awake	1
military morale is at stake	0
do n't want	0
for his contribution to science and africa's renaissance	1
came to naught	0
are also being encouraged	1
sovereignty and land in spirit	1
will be rich in promises	1
perception	0
doubt	0
summarily dismissed	0
right - wing	0
find itself an outcast of	0
axis of evil	0
actually went far enough	0
called	1
axis of evil	0
aimed at solving the issue	1
no support for	0
doomed	0
crowding some of them out of existence	0
urge	1
turn a blind eye	0
who said that space investments were not interesting	1
promotes	1
provoking	0
inspiring	0
we fought for half of our lives	0
can probably never pass this test	0
simple lack of respect	0
criticisms	0
too late	0
a lack of transparent investigations	0
do not intend	0
fear of	0
but will also disrupt	0
to the president's misfortune	0
recklessly picked on our country	0
policy of domination in total negation of the lofty principles of morality , ethic and democracy	0
raising concerns	0
consensus against	0
toughs	0
could n't care less	0
good news	1
being blamed	0
undermining the legitimacy	0
as good as his word	0
in an utterly disorderly way	0
firmly opposed	0
his victory speech	1
necessary evil	0
far	1
abusing human rights	0
opposed	0
he will be there [in ramallah] for as long as i remain prime minister	0
mother of terrorism	0
work with all my might	1
peacefully	1
too harsh to be tolerated	0
not free and fair	0
demands	0
after dithering for a few days	0
usa to end inhumane treatment	0
rigged	0
pretence of a vicious war	0
would withstand	1
blind and murderous rage	0
urging	1
such measures	0
meet with a total failure	1
herein lies his wicked intention	0
disqualify him	0
genuinely democratic constitution enshrining universally recognised norms	1
were likely not to be free and fair	0
heightened concern	0
to endorse	1
would be handicapped	0
such israeli infractions	0
tensions	0
responsible	1
polarisation , tension and incidents of violence and intimidation	0
grinds on	0
bloody riot	0
alone is overwhelming	0
spread peace	1
catastrophe	0
criticisms	0
is the most bellicose and heinous us president	0
criticisms	0
turning the whole world upside down	0
was compelled to partially recognize	1
laden with threats	0
was willing	1
fix things	1
certifiably dead	0
business - as - usual	0
a rebel province	0
not committing	0
will bear witness	1
all the mighty	0
so - called	0
the great money laundering operation	0
the cheaters were the imf	1
a great wall of china in the middle east	0
backed	1
support	1
have the goal of peace in mind	1
were also uncertain	0
humiliation	0
highest	0
positive	1
slammed	0
all kinds of provocative activities	0
expansionist policies	0
agreed	1
have made every israeli an enemy and a target	0
again triggers the red light	0
welcomed	1
will have a political burial here tomorrow	0
is keeping a wary eye	0
were protesting	0
has pointedly remarked	0
must be banned	0
all agreed	1
renegade	0
can never forget	0
to keep yasser arafat stranded	0
has formally recognized	1
calls for	1
dissatisfaction	0
accepted	1
took exception	0
could cause great misfortune	0
bilateral goodwill	1
tilted in favor of	1
unsure	0
had the illusion	0
would not interfere	1
biased propaganda	0
defy	0
to voice concern	0
so - called	0
opportunity	1
absorb such a burden	0
very dangerous	0
there is no will to discuss it	0
be condemned by	0
enshrined	1
if it suddenly proved impossible	0
competitiveness	1
to exchange harsh words	0
shouted	0
declining	0
living in fear	0
when it was lenient	1
is greatly responsible	0
israeli expansionist plans	0
criticism	0
safeguarding	1
us - made israeli war machine	0
opposed	0
looking nervously over	0
protecting and promoting human rights	1
loved ones	1
to determine the outcome of an african election in europe	0
the door remains wide open	1
would like	1
could explode	0
manichaean	0
flavour of conspiracy	0
very clear boundaries	1
discrediting	0
hated yankees	0
are denouncing	0
denying them the right	0
for a good future	1
will be faithful to the laws of the republic of zimbabwe	1
global crisis	0
their own	0
would be completely blocked	0
highly destructive	0
warn	0
please	1
is going to be interesting	1
fiercely	1
solid and cordial	1
could spark a return to the chaotic days	0
decided	0
troublemakers	0
a war criminal	0
the support of	1
objections	0
furiously lobbied	1
heavy burden	0
is the problem	0
proactive approach	1
bold	1
fail	0
undemocratically	0
not as the ticket of last resort	1
see themselves	1
totally disagree	0
major	0
reproached	0
fine words	1
feel	0
would continue to honor its commitment	1
brings back bad memories	0
hoped	1
charges	0
wanting	1
has a soft spot	1
with much intensity	1
antics	0
responding positively	1
anti - democractic	0
the fight against terrorism , violence and intrigues	0
plausible pretext	0
punched	0
grave civilian suffering	0
shameful silence	0
unless drastic measures are taken , we are on the way	0
rejected	0
declined	0
warned	0
forestalling further oil price declines	0
fair	1
did not conform to international standards	0
ideology was explicitly embraced	1
favorably	1
torture	0
is giving a hearty thumbs up	1
at the request	1
get the feeling	0
humane and reasonable	1
just and acceptable political framework	1
will of	1
is favored	1
africa is for africans	1
smear campaign	0
islands will go under	0
called for	1
it's hard to imagine them getting better treatment than they're already receiving	0
cold	0
gained high appraisal	1
to threaten the stability and security of the world	0
impede the functioning of a multi - party democracy	0
hopes	1
no to peace	0
lavished	0
provoke	0
fears	0
supporting	1
rebelled	0
because one can do it even with eyes closed	0
uncontrolled violence would be unleashed	0
withdrew support	0
unequal	0
dissatisfaction	0
hypocrisy	0
lest one lose one's moral advantage	0
commitments	0
should not be used to justify	0
such biased	0
shouted	0
moreover	1
hope	1
despotic	0
charged	0
hope	1
terrorists	0
was unable to recommend	0
posing a grave threat	0
pit against	0
value	1
mandatory	0
wants	1
is a perverse place	0
like they're best buddies	0
insufficient	0
in case us national security was threatened	0
human rights violators	0
more belt - tightening	1
demonstrations against	0
the axis of evil	0
stability and peace	1
better approach	1
illegal	0
to heel	0
miscalculate	0
learn to accept	1
attacked without hesitation	0
opposition	0
a coup	0
great leader	1
with a sense of accomplishment	1
prevent such outlaw regimes and their terrorist cohorts	0
to labeling	0
bluntly criticize and oppose	0
have also criticised	0
wily israeli aggressors	0
the u . s . government ``is the source of evil'' in the world	0
increasingly critical	0
only	0
expressed	1
crisis of illegitimacy	0
strong support	1
expressed the hope	1
had unanimously adopted	1
more serious with the passage of time	0
outrage	0
do n't agree	0
final end to violence and terrorism	1
to fight against international terrorism	0
leading a racist campaign against	0
further hatred and a further escalation of the violence	0
wish	1
counting on	0
no one , however , is giving a hearty thumbs up to mr . tobin	0
something less	0
implicitly encouraged	1
hopes	1
is trying to move the goal posts to disenfranchise people	0
snaps	0
every effort possible	1
to respect or recognise	0
claiming	0
hopes	1
despite the sept . 11 atrocities	0
is adamantly against	0
stood a good chance	1
support for	1
failed to give any positive response	0
unexpectedly tough	0
recognition of	1
a man of peace	1
tougher policy against	0
totally reasonable	1
good will	1
compliant	0
suspected	0
have succeeded	1
so - called great satan	0
stuck in the middle	0
defend freedom	1
naked pursuit	0
similar protests	0
rope in	0
pressure	1
spewed out	0
are false	0
devastating	0
launched campaigns against	0
abruptly	0
more complete	1
deny	0
stands on the side of justice	1
will continue to show american power and purpose in support of	1
refusal	0
could destabilise	0
really cleaning up	1
should go	0
wants	1
peace and compromise	1
critical opinions	0
regard	1
oppose	0
was finally accepted	1
club med	0
fudged	0
the problem is , who can ensure that these guidelines will indeed be adhered to	0
a challenge to	0
lacked conclusiveness and were not operational	0
double standard	0
end up like french algeria	0
dismissing	0
want	1
dump	0
runaway	1
has quite a sharp insight	1
praised	1
slaughtered	0
in any doubt	1
he can work with his troubled neighbor	0
they want to hold us hostage	0
public curiosity	0
more muted and often self - satisfied	0
doing the same now	1
so far	0
tremendous efforts	1
unfortunately	0
strategic importance	1
tyrannies	0
poor	0
legitimate self - defence	1
yet	0
support for	1
de - escalation	1
seeking	1
perfect lifesaver	1
been picking on	0
disastrous	0
upheld	1
has ignored	0
surge	1
gives a rat's ass	0
paint a bad picture	0
confiscate the will	0
to openly confront	0
grave clashes	0
the most reasonable path for the time being	1
a great political triumph	1
formulate , implement , or benefit from policies that undermine or injure zimbabwe's democratic institutions	0
differ	0
tactless actions	0
manifold	0
to live in friendship and cordiality	1
were seething	0
abandoning an ally	0
agreed	1
manipulation of the subject domestically	0
will develop a relationship of cooperation	1
it will not be easy , of course	0
very negative	0
rejected	0
far preferable	1
be a cover for	0
state of stagnation	0
resorting	0
confidence	1
flawed	0
criticism which has been levelled	0
has rejected	0
consecrate violence and counter violence	0
disagree	0
can not choose	0
enemies of america is not just	0
their confusion of ends and means	0
most cost - effective	1
politician incapable of controlling the palestinian suicide bombers	0
were fears	0
however	0
they are indeed entering	0
fear	0
wants to create	1
second only to that of a nuclear war	0
injustice	0
will be forced to introduce	0
failure	0
raise denmark's voice	0
breathless armchair hyperbole	0
fears	0
interfere	0
backing	1
criminals	0
devoted to promoting and safeguarding human rights and fundamental freedoms	1
to assassinate innocent activists and citizens	0
have considered	1
suffering of iraqi people facing crippling international sanctions	0
is considered	0
corner	0
moments of sheer upliftment and exhilaration	1
requests , through a bulletin	0
grand bargain	1
opposed	0
current spiral of violence	0
cracking down	0
having rejected	0
making turns in favor of	1
greatest fear	0
jeopardizing	0
have at least gone to the trouble	1
one must not confuse justice and vengeance ,	0
axis of evil	0
terrorists	0
blindly accepting	0
monstrous inhumanity	0
voluntary	1
support	1
favoring	1
wanting	1
terror compound	0
seek	1
bloodbaths	0
ban on holidays and a golden retirement	0
little truth	0
all kinds of vicious conduct	0
under the pretext of fighting terrorism	0
so uncertain	0
willing to escape , to kill themselves and others	0
is not a good neighborly field	0
thwarting	0
decision to condemn	0
already over - taxed economy	0
support	1
the evil empire	0
blamed	0
am pleased	1
but he may be	1
want	1
crisis	0
above all contradictory	0
their godfather	1
freedom	1
outcry	0
enemies of venezuela	0
allegations	0
an excuse for repression	0
concluded	0
strengths	1
admires	1
campaign	0
loaded against him from start to finish	0
brilliant , full of strength and eloquence	1
urged	1
deplored	0
eradicate	1
astonished	0
irresponsible	0
presumptive	0
staggering	0
maintained a clear - cut collaborative stance towards	1
legitimate and competent	1
not satellites	0
because of what they did	0
universal values	1
concerns	0
that regard	1
are afraid	0
power sharing	0
fails to exploit	0
gulf between	0
are vying for	1
pressure and coercion	0
hostile reception	0
the right direction	1
very honor	1
drastically	0
will rise against	0
tried	1
the will of	1
imposing constraints	0
may bring change	1
appalling	0
sensing	0
terrorists	0
predatory behaviour	0
not useful	0
could n't care less	0
friendly relations	1
refusal	0
sabre - rattling	0
most glaring	0
long - desired	1
inordinate behavior	0
where there are not even polls	0
warn	0
does not want anything to do with	0
were ready to accept	1
further push forward	1
widespread problem of torture	0
did not lift a finger	0
does not rule out	1
finds	1
was heard with interest and attention	1
are n't quite at peace	0
in a risk zone	0
abhorrent	0
call for	1
concern that exists	0
should be condemned	0
similar to those who carried out the attacks on the twin towers in new york	0
seriously	0
let them stay in denial	0
systematic campaign of violence and intimidation	0
trust	1
was hopeful	1
is not credible	0
protested	0
conducting a calculated campaign of intimidation	0
recommends	1
is giving the civil rights advocates a hearty thumbs up	1
based on its terms	0
would use every possible peaceful means at our disposal	1
bloodshed	0
dramatic upsurge	0
opts for brute force	0
abuses	0
breakdown	0
will be substantially reduced	0
was happy	1
neither	0
as patients	1
seething with anger	0
is advocating	0
tries to play the role of a world policeman	0
responsible for zimbabwe's crisis	0
they're terrorists , they're murderers	0
nod to	1
is , day by day , becoming somewhat weak	0
tremendous opportunities	1
enhanced	1
big drawback	0
failure of	1
everybody jumped without checking whether there was a proper safety net at the bottom	0
is still taking the cool approach	0
rejecting	0
pessimistic	0
axis of evil	0
claimed	0
pretext	0
challenging and issuing objections	0
sitting on the fence	0
hard to disagree	1
have staged marches , banging on pots and pans , and other demonstrations to protest	0
bloody	0
very odd	0
those who sow the wind will reap a whirlwind	0
will help spur	1
has not achieved	0
its support for	1
as if the crowd and people's nerves were already not enough to heat up the atmosphere	0
shoot president mugabe out of office	0
evil	0
as bad a human rights record as	0
help of the almighty god	1
enhance	1
had not met sadc's norms and standards	0
took advantage	0
could not take any risk of ruffling the republicans	0
however late	0
aggressive	0
exceeded	0
believe	1
as difficult as it may be	0
not going to let it go	0
a rebuttal	0
whether or not one agrees with it	1
murder all of us	0
did away with the discrimination that had existed for years	1
will not concur	0
can not imagine anything as beautiful as that	1
no longer fit	0
expressed interest	1
champion of democracy	1
has but disappeared	0
urging	1
injudicial shootings	0
the common enemy	0
slammed	0
sowing the seeds of hatred and malice	0
entirely improper	0
showed callousness	0
resignation	0
has no moral excuse for shooting people merely demanding a new constitution	0
calm	1
fear	0
political disadvantage	0
refusing	0
urged	1
the israeli criminals of war	0
are often tainted with a significant degree of hypocrisy	0
endeared him	1
had anyone checked	0
aim	0
support	1
it's not their ( britain's ) right or responsibility	0
very frightening	1
factual inaccuracies	0
not the best of solutions	0
tensions	0
good starting point	1
scenes of destruction	0
morgan tsvangirai with trying to kill him	0
blamed	0
just in time	1
blamed	0
want	1
urged	1
a twisted logic	0
legitimate	1
wanted	1
offered	1
any pretence of fairness to all sides	0
commits a crime	0
club gitmo	0
spirited away	0
is making the kind of noise	0
feels	0
defended	1
confidence and high esteem	1
wants	1
i ca n't imagine anything that could surpass that	1
willing	1
very regrettable	0
could accept	0
want nothing	1
made unfounded charges by accusing	0
considered	0
increasingly angry	0
playing with fire	0
retaliating	0
insisted	1
transparent , credible , free and fair	1
publicly denouncing	0
was particularly disheartening	0
reliable	1
attack	0
opposes	0
foretaste of resistance	0
seriously flawed	0
cautioned	0
excellent technical preparation and mature action	1
to promote	1
so exciting	1
terrorizing	0
despise	0
vulnerable	0
the magnitude of the threat they pose	0
was n't easy	0
it is itself the violator of human rights	0
axis of evil argument	0
impartial	1
accuses	0
so - called stop - over tactic	0
is not qualified	0
has been praised	1
was explicitly embraced	0
far better than	1
promised	1
defeated	0
have supported	1
alarming	0
expressed their satisfaction and support	1
gives priority	1
drew flak from	0
absurd	0
could become embarrassing	0
walked on too many toes	0
prematurely hustled off so the military can dump us in nowheresville , new jersey , on a sunday night after every rental car place in the state has closed	0
feared	0
too long	0
grave human rights violators	0
is denying	0
never had a democratic election	0
can not integrate itself	0
steel manacles or open - air cells	0
rejection	0
realized	0
all but dismissed	0
slight confusion	0
issued the fatwa	0
opposing	0
worlds cracked apart	0
peace and stability and prosperity	1
they are able to do whatever they want with countries by means of the imf	0
the embodiment of two - sided justice	0
unlikely to affect	1
inaccurate	0
pleases	1
simplistic interpretation	0
expressed admiration and surprise	1
subsequently	0
heroic	1
that may be the case	1
risks being represented	0
the evil that must be destroyed	0
it becomes , in a weird way , less monstrous	0
in the guise of its so - called war on terror	0
might even be higher than	0
bombarded	0
perceived	1
hopes	1
have taken a disastrous toll	0
quick to suppress	0
very likely continue to lose our edge	0
to assure	1
appeared	0
reject	0
objects	0
opposed	0
this is a question of	0
criticism	0
the head of an empire of evil	0
most radical israeli hardliners	0
in a limp cruise - director chirp	0
fully supports	1
we can not allow	0
disadvantageous situation	0
believes	1
dismantling , destroying and demoralizing	0
known	1
unfavourable report submitted	0
was compromised	0
have warned	0
continuously cooperating	1
not even	0
internationally isolated	0
widely popular	1
ever - subtle	0
the lobbying	1
a political stratagem	0
once again	0
axis of evil	0
imprudence	0
could alienate	0
has still put space exploration as a top priority	1
angry	0
was rejected	0
subjugate the palestinian people and liquidate their legitimate rights and aspirations	0
cornered	0
by whatever means possible	0
no murderer will go unpunished	0
want to avoid	0
just to embarrass the administration	0
is not inclined	0
to tighten the noose around the axis of evil	0
rhetorical petards	0
on the rubble of the legitimate palestinian rights	0
clearly at this point there is no cause	0
sought	1
had nothing to do	0
one of the most successful	1
alone	0
mocked	0
a success	1
wo n't be sacrificed	1
i have truly never seen anything as beautiful as the earth from space	1
growing reluctance	0
realizes	1
acceptable	1
got a boost	1
covert motive	0
more and more difficult	0
has been accused	0
take to the streets	0
perverse form of nationalist racism	0
not to exploit the calm	0
gently balked	0
resistance	0
want	1
concern	0
obsolete	0
agrees	1
given evidence to prove	0
criticized	0
their national interests	1
enormous interest	1
to stand behind it	1
not	0
the protest	0
exasperated	0
a dysfunctional space program	0
more severe	0
countries are poor because they want to be	0
even more meteoric	0
made the opposite mistake	0
is not sufficient from the viewpoint of economic efficiency	1
may step up sabotage	0
strong support	1
saddam hussein is the next target unless iraq shapes up	0
gave much food for thought	0
context of the struggle against international terrorism	0
not interfere	1
complained	0
appears to be another faith - based initiative : we should have faith that major corporations will line up to volunteer	0
stands on the israeli side	1
will remain unchanged	0
if that is what you can call them	0
forced to	0
threatening america and its friends and allies	0
to persuade	1
was applauded	1
does not reflect	0
will not	0
in retaliation	0
no more than that	0
refuses	0
discredits and kills	0
is aghast	0
had accepted	1
show a country on the verge of a civil war	0
justice and recognition	1
has rejected	0
the scathing kesas report	0
arbitrarily	0
getting better	1
is justified	1
will increase	0
bitter	0
protecting	1
self - styled	0
have expressed interest	1
imbibed them amidst the safety and leisure	0
stick to	1
fear	0
charges being leveled	0
good negotiator	1
urged	1
disagree	0
encouraged	1
defying	0
eating away	0
urging	1
stolen	0
mutual desire	1
already placed him in the evil camp	0
concerns	0
more impossible than ever	1
triumph for human rights	1
grief and anguish	0
promised	1
being torn to bits	0
recognizes	0
even impossible	0
chimed in	1
ever - increasing us influence	0
one would inevitably be reminded	0
above all fails	0
failing to be free and fair	0
begin to support	1
did not support	0
endorsed	1
suggested	1
treating these prisoners like an ostrich	0
difficulties as being insurmountable	0
with the guerrillas in particular , we supply the dead , while you enjoy politics	0
has a reason to repent	0
willful expansion	0
is , more or less , untenable	0
is really hard to understand	0
has brought in three francs	1
feel very strongly	0
highly in favor	1
warned	0
uses a double standard in its definition of terrorism	0
falling victim	0
criticism	0
immediately attacked	0
deserves whatever he gets	0
poured all kinds of abusive words	0
would seek	1
violent	0
legally established	0
have rankled	0
plan	1
once looked impossible to win	0
incapable leader	0
can only lead to bad decisions	0
quite	0
determined	1
not a nation that is able to abide by	0
a bad decision	0
extraordinary	1
they will find themselves on inhospitable ground	0
emphasized	1
had no respect for any religion , faith , norms , decency , human rights and rules	0
has pursued	1
difficult	0
hope	1
need for the palestinian people to regain their freedom and independence	1
came straight from the heart	1
destroying	0
charged	0
we have a common destiny	1
robust	1
the short - lived interim president , boss of bosses	0
thanked	1
no means to justify	0
with a large degree of confidence	1
worthy arguments	0
very odd	0
aggressively harping	0
fearing	0
would create	1
shameful mum	0
called on	1
like kids	0
recognizes	1
urge	1
wrong	0
beyond reasonable bounds	0
complicity	0
can count	1
could range from collective disapproval to suspension	0
the success of the rio conference	1
wants	1
appetite	1
incited	0
can make one tumble and roll over 77 times	1
in its hands	0
barely a day after	0
will circumvent	1
a pariah	0
looked in tears	0
are gunning down innocent people on daily basis	0
voluntary	1
right - wing	0
to support	1
shallowness of his commitment	0
plotting	0
preach democracy to the entire planet	0
are not sympathetic	0
to defend	1
lashed out	0
he is an australian citizen , and australia is not the 51st state of america	0
that's a fair deal	1
was a deluge of doubts	0
little to offer	0
does not do what it is supposed to do	0
condemnation	0
honored his commitment	1
do n't care	0
welcomed	1
complaints	0
expressions of support	1
views itself	1
opposes	0
has now approved	1
assuming it has any	0
thought	0
slapping	0
considered	0
can support	1
would want	1
better cared for	1
would venture to assure	0
is committed	1
indeed the ring leader and empire of evil	0
rage	0
concern	0
indifferent institutions	0
targets are the groups that are regarded as enemies	0
unacceptable degradation	0
is partly to blame	0
tough conditions	0
oligarchic elite	0
have no grasp	0
are not going to allow	0
cruel and inhuman punishment	0
crushing	0
charged	0
personal arrogance	0
also hope	1
the objections	0
fears	0
unnecessary	0
accusations	0
radicalize the palestinians even further	0
the fatherland's reunification	1
threat	0
firing indiscriminately	0
steal	0
totally committed	1
want	1
hesitated	0
forever	0
objection	0
sent packing	0
a country club	0
clinging to a new conspiracy	0
settlement has increased considerably	0
interests	1
nostalgia	1
opting for	1
terrorism	0
took advantage	0
have called on	1
undermining the integrity and independence	0
violators of human rights	0
particularly frequently and unceremoniously	0
scorn	0
destabilizing	0
ambiguity	0
disavowed	0
awfully grave and pressing	0
is critical	0
would be interested	1
fighting tyranny with tyranny	0
civilized society	1
credible	1
things could be worse	1
had improved	1
has been eager	1
hoped	1
extended an olive branch	1
attacks	0
resisted	0
got the nod from	1
bias against	0
has become irritating	0
rising chorus of domestic and international outrage	0
looking for an edge	0
blamed	0
the military great power	1
contravenes	0
pretended to support	1
interfering	0
allow for a semblance of a free and fair ballot	1
anything goes	0
compatriots	1
understand	1
as if everything there were going fine	1
trashed	0
has no greater desire	1
wish	1
went it alone	0
cut any routes	0
made such charges	0
look clueless as to what really is inhumane	0
another dangerous signal	0
get excited	1
it makes a mockery of george bush's war against international terrorism	0
readiness to enter dialogue	1
exerting every effort possible	1
more criticism	0
fear and tension	0
has been fully supporting	1
hue and cry	0
will not agree	0
critics	0
locked in a verbal war	0
would help stop the country plunging into civil war	1
an enemy	0
horrific news	0
damaging solidarity	0
uncontrollable social situation	0
an excuse to pursue another unilateral offensive	0
clearly undermines	0
was rebuffed	0
are blaming	0
arrest	0
wanted	1
second only to the terrorism itself	0
never enabled	0
just	1
supporting	1
are probably not picky	0
duplicity	0
were surprised	0
not a basket case	0
fraudulent	0
tacitly agreeing to ignore	0
disqualified president	0
tremendously ambitious	1
promises	1
topple	0
called on	1
are quite respectful	1
willing to die	0
was tasty	1
dirty tricks	0
a scandal	0
deliberately misinterpreted to suppress the opposition	0
should consider imposing	1
respecting	1
commitment and respect	1
promising	1
calling for	1
just as most of the countries that submit to its demands	0
welcomed	1
certainly an ideal location	1
upgraded	1
dissent	0
quite the contrary	0
treated with respect	1
is not acceptable in a democracy	0
history has given us a unique opportunity to defend freedom	1
desperate	0
constitutes no permanent life insurance	0
may not	0
is rightly	1
shut away	0
immediately blasted	0
loyal	1
as good as decided	0
the guilt or otherwise	0
surrounded to the point of strangulation	0
is not a sure thing	0
atmosphere of hate	0
denied	0
first step	1
the top violator of human rights of the last christian year	0
democracy , transparency , and corruption - free system	1
declared	0
increasingly close	0
dashed to pieces	0
grieving	0
in hell	0
orders stretching all the way back to the oval office	0
trying to harass	0
not pleased	0
compatriots	0
the point	0
repeated calls	1
were terribly dismayed	0
want	1
might as well	0
to destroy buildings , facilities , infrastructure , roads , water pipes , and electricity and telephone poles	0
contradictory	0
criticise	0
axis of evil	0
massively rigged	0
are against	0
precarious	0
enormous	0
is her nemesis	0
unashamedly seen fit	0
can be stabilized	1
has supported	1
preying	0
wants to maintain	1
hoped	1
bury past differences	1
had been tipped	1
our party has been genuine	1
you're	0
to support	1
even bigger	0
would also accelerate	1
refused	0
no one wept over him	0
a warning	0
the last supper - - it is zanu - pf's final feast	0
called for	1
not to embark on the suicidal path that he has chosen	0
psychological sense of isolation , domination and futility	0
or think they know	0
strong commitments	1
protection	0
peaceful reunification and 'one country two systems	1
refusal	0
trying to use the time factor	0
a warm welcome	1
the approval	1
does not want	0
so there'll be more and more poor people	0
restrictive	0
is also working to push	0
discontent was running high	0
observed ironically	0
then	1
continuing waste of human life	0
refusing to buckle	1
whose land was occupied	0
wants	1
such us policy	0
dramatic	0
meant to intimidate	0
are even less happy	0
agreeing	1
caused shudders	0
asked	1
not much better	0
overshadowed by the midst of the tragic events	0
the like of which has never been seen before	0
warnings	0
are deeply skeptical	0
argentines were obsessed with their past triumphs	0
what looks like voluntary will actually be coercive	0
seeking	1
was concerned	0
in chain to another side of the globe	0
subverts	0
can support	1
based on peace and justice	1
rejecting	0
in praise of those 'damn yankees	1
systematic campaign of violence and intimidation	0
main cheating	0
antagonism	0
coup - plotting	0
scares away	0
ever more serious	0
credited for	1
warned	0
was conducted in such a way as to favour the ruling party	0
successes	1
withering	0
want to help	1
criticism	0
braces	0
only because	0
as he calls it	0
unilateral	0
such fruitful results	1
will take back conditions to their former state of tension	0
are being forced	0
aims	1
prefer	1
if i let it get to me	0
improve the fate	1
denied by	0
has confirmed	1
islam is not alone targeted	0
mastermind of the terror attacks	0
dangerous	0
defenders of the world poor	1
expressing concern	0
can not be effective	0
publicly accused	0
convenient electoral tool	0
delivering further criticism	0
degeneration of the democratic process	0
accuses	0
concerns	0
thanked	1
fears are rising	0
widespread abuses	0
was strongly supported	1
outrages	0
bickering	0
stay together	1
acting arbitrarily	0
are refusing	0
thinks	0
axis of evil	0
doomed to failure	0
are concerned	0
in a statement appeals	1
strongly objected	0
facts are incorrect	0
so make that necessary restraint .	0
always accuses	0
welcomed	1
disapproves	0
good pupils	0
this is crazy	0
made reckless threats	0
ended successfully	1
unexplained logical basis	0
willfulness	0
ran out of patience	0
see	0
a threat	0
threatened	0
most disturbing	0
eagerness	1
can not	0
not applied for political , cultural and ideological considerations	0
odious	0
usually committed	0
of more	0
already turbulent	0
alleges	0
hostility	0
test of patience	0
thanks	1
no one but she knew how far she was prepared to go	0
does not function optimally	0
argued	0
if unexpected incidents took place to arafat's safety	0
is accused	0
a puppet of london	0
having put his life in danger	0
aspirations	1
will collapse	0
total disengagement	1
complaint	0
virtually no attention has been paid	0
we are not precluding the possibility of surprises	1
in a state of war	0
stand with them in the same trench steadfastly	1
lack of alternative for power	1
has refused	0
called for	1
refusal to respond	0
different	0
welcomes	1
pointing its finger of blame	0
is travelling too much	0
legal	0
the rioting	0
justice	1
jumped to the conclusion	0
lack of religious freedom	0
fell short	0
as quickly as possible	1
calling on	0
the plotters	0
palestinian victims as terrorists	0
get out ! .	0
prosperity	1
totally dominated men deprived of the use of their senses	0
claiming	1
equal footing	1
did not want to support	0
one common denominator	0
thinks	0
the american empire	0
complained	0
praised	1
people who love freedom	1
kept things vague	0
will die	0
want	1
condemned	0
obstacle	0
wants	1
invited	1
cautioned	0
criticizing	0
any hope	1
the new enemy of america	0
frustration	0
make this request	1
thanks to	1
serve its political purpose	0
substantially represented	1
faux pas	0
achieving social harmony	1
greatest	0
because it believes in victory	1
refused to allow	0
taking action against	0
full support for	1
voiced his condolences	0
is very good	1
humane and reasonable	1
called for	1
warned in its annual global survey	0
advantage	1
hate	0
to obey those in authority	1
the radical wing of anti - castro exiles	0
tendency toward confrontation	0
are vegetating in a place where they have no rights	0
potential problem	0
harsh criticism	0
disapproval	0
club fed	0
odious	0
disagreement	0
dump	0
interference	0
do n't want	0
not even	0
manifestation of its hegemonistic designs	0
went down the drain	0
misled by the smear campaign and information sabotage	0
sensory deprivation	0
comes at a cost	0
are feared	0
legitimate	1
firm national palestinian rights	1
unmistakable and potentially disastrous	0
what political objectives might be driving	0
second side in the us axis is israel	0
breach of the very constitution	0
is suspected	0
twenties , thirties and fifties	0
unfortunately	0
nor especially democratic	0
was criticized	0
rather than a product of comprehensive reasoning	0
personal interests	1
in protest	0
to accept	1
scores of nations	0
lose control	0
has already provoked	0
exploited	0
frustrate	0
even with all their tricks , there are too many of us	0
inhumane	0
fear	0
unfair	0
venezuela's constitutional president	1
are more interested	1
setting partisan attitudes aside	1
please	1
disagreed	0
unconditional support	1
called on	1
created misery	0
it is reassuring to believe	1
support	1
uncalled - for	0
extremist	0
unable to move	0
an obsession - - fidel castro's downfall	0
perception	0
deemed	0
a chilly reception	0
can not condone more than anything	0
more competent	1
enormous	1
at the expense of	0
push the island to the edge	0
promoting peace and stability	1
groundless	0
put an end	1
urged	1
perfectly well	0
is even more troubled	0
appreciation	1
should forge unity	1
called on	1
axis of evil	0
celebrate	1
repeated his stereotyped allegations against	0
as notorious as devil's island	0
nibbling	0
the world's biggest exporter	0
only it was a little too early to get excited	0
these goals	1
always justifies	1
concentration camp	0
firm support	1
opposition	0
bias against	0
is also the most risky	0
not free and fair	0
forced to navigate	0
accused	0
be seen	0
exemplary , free , fair and peaceful	1
some goals	1
approve	1
so as to avoid the repetition of a crisis such as ours	0
recommendation	1
squeezing	0
rapprochement between	0
succeeded in defeating	0
aggressively	0
continue to encourage	1
significant restrictions on citizens' rights	0
has taken a stand in support	1
do not acknowledge	0
even congratulated	0
meddling	0
for months	0
come to its senses	1
the accusations	0
the impossible feat	0
